numSubProcesses,iteration number,init prep,sum amplitude,sum phaseVector,define BMP_sys,get colour scale,define pixel col,Process time,absolute calc totalTime
4,27,0.327733,1.09927,1.12347,0.019196,1.21207,0.000269,4433.5,4445
4,28,0.33179,1.09644,1.11962,0.0190062,1.21564,0.00028575,4431.75,4448
4,29,0.323117,1.08998,1.11047,0.0185375,1.20107,0.00029575,4395.5,4413
4,30,0.32872,1.0979,1.11873,0.0210957,1.21392,0.00037975,4431,4445
4,31,0.324557,1.08963,1.10952,0.017658,1.20264,0.000314,4393,4403
4,32,0.33021,1.09666,1.11958,0.017477,1.21613,0.0003095,4428.5,4436
4,33,0.324713,1.08863,1.10873,0.0180357,1.19983,0.00030625,4389,4397
4,34,0.327443,1.10679,1.13271,0.018522,1.22279,0.00030425,4463.5,4481
4,35,0.327582,1.09364,1.11228,0.0182675,1.20818,0.00044275,4407.75,4424
4,36,0.334011,1.12036,1.14551,0.0176682,1.24194,0.00032225,4511,4536
4,37,0.32574,1.09429,1.11465,0.0182117,1.20959,0.00037175,4413.5,4417
4,38,0.33021,1.10596,1.12818,0.01878,1.22126,0.0002535,4455.75,4461
4,39,0.327811,1.09249,1.11435,0.0189127,1.20758,0.00020375,4411,4420
4,40,0.339439,1.12301,1.1446,0.0171965,1.2706,0.0002325,4544.75,4562
4,41,0.326445,1.0944,1.11787,0.0191492,1.20693,0.00026625,4417.75,4443
4,42,0.339008,1.11627,1.13715,0.01864,1.25894,0.00028775,4521.5,4543
4,43,0.321643,1.08426,1.10625,0.0181557,1.20044,0.0002685,4380.25,4400
4,44,0.326977,1.09366,1.11641,0.0176855,1.21452,0.00031125,4419.5,4434
4,45,0.328493,1.09838,1.11859,0.018332,1.21808,0.000285,4431,4439
4,46,0.325449,1.09298,1.11427,0.0176758,1.21003,0.000305,4411.75,4432
4,47,0.325057,1.09185,1.11382,0.018303,1.20642,0.000311,4405.5,4432
4,48,0.327371,1.09876,1.12118,0.0178405,1.21565,0.0003345,4433.25,4455
4,49,0.325483,1.09374,1.11561,0.0189375,1.19975,0.00029625,4405.75,4428
4,50,0.325567,1.09265,1.11339,0.018695,1.20988,0.00031,4409.75,4431
4,51,0.325868,1.09586,1.11364,0.0185655,1.2047,0.00052,4410.25,4425
4,52,0.328136,1.09828,1.11986,0.0178048,1.21797,0.000366,4430.5,4447
4,53,0.326211,1.09051,1.11429,0.0185657,1.20625,0.000236,4405,4419
4,54,0.329465,1.10126,1.12558,0.0179223,1.21734,0.00028875,4441.75,4464
4,55,0.345048,1.15029,1.177,0.0165973,1.30345,0.00033625,4643.25,4666
4,56,0.331179,1.11697,1.14087,0.0195715,1.23084,0.0003445,4497,4506
4,57,0.324786,1.09162,1.11305,0.018524,1.20318,0.00030125,4401.5,4426
4,58,0.325433,1.09394,1.11446,0.0173125,1.2126,0.0002975,4414.25,4433
4,59,0.325484,1.09222,1.11207,0.01811,1.20475,0.000354,4401.75,4415
4,60,0.328028,1.0979,1.11852,0.0184978,1.20917,0.00039225,4422.5,4438
4,61,0.324335,1.09269,1.11143,0.0190212,1.20688,0.00037375,4404.5,4422
4,62,0.329247,1.09999,1.12307,0.019172,1.21779,0.000344,4440,4452
4,63,0.325383,1.10195,1.1255,0.018703,1.21478,0.00038325,4439.75,4456
4,64,0.327375,1.09699,1.12075,0.01903,1.20934,0.00031525,4423,4442
4,65,0.323927,1.09335,1.11301,0.019159,1.19959,0.000328,4399,4421
4,66,0.325039,1.09131,1.11284,0.0184125,1.20648,0.000298,4403.25,4419
4,67,0.326282,1.09524,1.11439,0.017687,1.21008,0.00026525,4413.5,4437
4,68,0.328019,1.09917,1.123,0.020551,1.2136,0.00033325,4437.25,4448
4,69,0.327959,1.0979,1.12095,0.0179235,1.2151,0.000241,4430,4444
4,70,0.328363,1.10937,1.13496,0.0204735,1.21876,0.00035575,4471,4484
4,71,0.329945,1.12824,1.15207,0.0209865,1.23979,0.000387,4534,4554
4,72,0.344831,1.14951,1.16713,0.0262772,1.2885,0.00059175,4636,4651
4,73,0.339351,1.12045,1.14372,0.0217092,1.2448,0.0007185,4524,4533
4,74,0.3303,1.09958,1.12216,0.0193655,1.21756,0.00031,4437.5,4450
4,75,0.343907,1.14174,1.16587,0.0234267,1.26144,0.000574,4593.25,4602
4,76,0.334022,1.12661,1.15243,0.0240057,1.24021,0.0005965,4536.25,4548
4,77,0.339971,1.15352,1.17812,0.027238,1.26039,0.00045225,4625.75,4643
4,78,0.33617,1.11113,1.13343,0.020944,1.23029,0.00039775,4483.25,4494
4,79,0.337005,1.13613,1.16411,0.0255585,1.25179,0.000555,4575.5,4595
4,80,0.333528,1.10806,1.12962,0.0201545,1.22483,0.00043925,4468.75,4475
4,81,0.333553,1.13248,1.14541,0.0232357,1.23112,0.00045225,4517.5,4542
4,82,0.324004,1.08918,1.10731,0.0161242,1.20411,0.00023175,4389.5,4405
4,83,0.317796,1.08432,1.10327,0.0184948,1.19292,0.00030275,4369,4401
4,84,0.326555,1.09726,1.12012,0.0180708,1.21267,0.0002755,4426.25,4444
4,85,0.335769,1.10855,1.128,0.0210677,1.22545,0.00021875,4465,4475
4,86,0.33366,1.10012,1.12024,0.020132,1.22184,0.000345,4439.5,4458
4,87,0.33344,1.10704,1.13139,0.0199775,1.22951,0.00043,4469.25,4491
4,88,0.336245,1.11097,1.13239,0.020963,1.22585,0.00037825,4475.75,4482
4,89,0.335734,1.11042,1.13135,0.0192345,1.23412,0.000367,4481,4493
4,90,0.33663,1.09848,1.12145,0.0190193,1.22501,0.00029675,4444.75,4456
4,91,0.340215,1.12002,1.14215,0.021303,1.24458,0.00037225,4517.75,4526
4,92,0.338185,1.11031,1.13196,0.020995,1.23296,0.0003315,4482.75,4497
4,93,0.344672,1.11798,1.14016,0.0181858,1.27151,0.00029975,4539,4546
4,94,0.338166,1.14303,1.16711,0.0250802,1.25708,0.00050375,4595.25,4608
4,95,0.339032,1.14226,1.16269,0.0252607,1.25409,0.00061725,4585.5,4615
4,96,0.326083,1.10055,1.11948,0.017922,1.21018,0.000198,4430,4442
4,97,0.329787,1.09917,1.11957,0.0168845,1.21669,0.00027175,4435.75,4465
4,98,0.322696,1.08966,1.10995,0.016721,1.20473,0.0002285,4394.75,4416
4,99,0.324782,1.09987,1.12049,0.0160425,1.21722,0.0002275,4433.5,4462
4,100,0.319134,1.08032,1.10004,0.0160855,1.19403,0.00024375,4359.25,4380
5,0,0.437838,1.26185,1.28342,0.52601,1.51683,0.0001664,5558.6,5588
5,1,0.408233,1.20659,1.23005,0.508814,1.47845,0.0002382,5362.8,5478
5,2,0.386429,1.16071,1.18001,0.0271552,1.3677,0.000217,4648.2,4667
5,3,0.387027,1.15829,1.17808,0.0258222,1.36962,0.000261,4644.2,4683
5,4,0.385393,1.15337,1.17742,0.0237626,1.3617,0.0003614,4628.6,4685
5,5,0.389869,1.16169,1.18379,0.0246854,1.37613,0.0003102,4659.8,4670
5,6,0.391742,1.16848,1.19258,0.0240478,1.38856,0.0002758,4689.4,4732
5,7,0.391531,1.16827,1.18817,0.025247,1.38109,0.0002772,4678.8,4707
5,8,0.387927,1.15868,1.18095,0.02425,1.37315,0.0004214,4648.4,4688
5,9,0.388578,1.16312,1.18199,0.0257814,1.37329,0.0002914,4657.6,4682
5,10,0.391399,1.17268,1.18862,0.0248592,1.37996,0.0003552,4685,4721
5,11,0.385322,1.16047,1.1799,0.0256298,1.37065,0.000252,4647.6,4682
5,12,0.388378,1.1692,1.18912,0.0246704,1.37775,0.0002388,4674.8,4689
5,13,0.392403,1.16795,1.18814,0.024884,1.37574,0.0002344,4675.6,4722
5,14,0.387476,1.16083,1.17874,0.0245284,1.37515,0.0001868,4650.6,4688
5,15,0.387782,1.16537,1.18217,0.0250072,1.37274,0.0002944,4657.6,4691
5,16,0.38785,1.1593,1.17748,0.0243478,1.37537,0.0002372,4648.2,4691
5,17,0.381096,1.15018,1.17073,0.0241938,1.35882,0.0002258,4608.2,4657
5,18,0.391588,1.16829,1.18629,0.0243996,1.38451,0.0002698,4680,4696
5,19,0.384298,1.15283,1.17237,0.023968,1.36582,0.0002342,4622.6,4679
5,20,0.386336,1.16229,1.18228,0.0242186,1.37666,0.0003238,4658.4,4707
5,21,0.390397,1.15985,1.18158,0.0244738,1.37514,0.0002804,4656,4680
5,22,0.391051,1.17426,1.19248,0.0237486,1.40433,0.0002772,4711.2,4752
5,23,0.384423,1.15319,1.16982,0.0237232,1.36458,0.0002958,4620.4,4681
5,24,0.38826,1.16216,1.18182,0.0253928,1.37444,0.0003662,4656.8,4678
5,25,0.390409,1.16724,1.18913,0.0243014,1.38338,0.0002064,4680.8,4728
5,26,0.385239,1.15606,1.17674,0.024096,1.37235,0.0002094,4637.4,4681
5,27,0.393931,1.17746,1.19836,0.0244786,1.38915,0.0003158,4711.8,4725
5,28,0.39026,1.16748,1.1867,0.0258226,1.38903,0.0002364,4684.2,4709
5,29,0.39269,1.17211,1.18628,0.0232054,1.40538,0.0002384,4702.4,4751
5,30,0.383694,1.15919,1.19168,0.0251868,1.37461,0.0002448,4660,4694
5,31,0.384753,1.16319,1.18255,0.0237108,1.37419,0.0003162,4653,4691
5,32,0.385084,1.15135,1.16957,0.0240496,1.36377,0.0003152,4616,4669
5,33,0.390079,1.16514,1.18263,0.0238074,1.38169,0.0002568,4667.2,4678
5,34,0.388355,1.16802,1.18717,0.024725,1.38045,0.0002544,4675.8,4715
5,35,0.384577,1.15597,1.17476,0.023507,1.36888,0.0002656,4630.8,4679
5,36,0.385025,1.15446,1.17484,0.024131,1.37022,0.000302,4633.4,4662
5,37,0.38544,1.1534,1.17366,0.0232688,1.3681,0.0002784,4627.8,4667
5,38,0.384416,1.15082,1.17092,0.0240682,1.3665,0.0002252,4619.6,4664
5,39,0.388461,1.16523,1.18468,0.0240642,1.38132,0.0002204,4669,4688
5,40,0.387238,1.15839,1.17821,0.0234024,1.37558,0.0002238,4646.4,4682
5,41,0.386153,1.16441,1.18327,0.0241654,1.3767,0.0002896,4662,4703
5,42,0.389356,1.1658,1.18996,0.0247618,1.38188,0.0003422,4677.8,4691
5,43,0.388318,1.15855,1.17776,0.0254192,1.3725,0.000218,4646.6,4688
5,44,0.386866,1.15698,1.17668,0.0244592,1.37055,0.0003612,4639.4,4683
5,45,0.389,1.16694,1.19224,0.0251384,1.38258,0.0003036,4682.2,4706
5,46,0.386504,1.15937,1.17867,0.0238858,1.37296,0.0003372,4644.6,4681
5,47,0.386319,1.15715,1.17775,0.0239402,1.37459,0.0002618,4643.6,4680
5,48,0.400056,1.17072,1.19211,0.025218,1.37895,0.0002776,4695.4,4713
5,49,0.38678,1.15845,1.17794,0.0253668,1.36988,0.0002694,4643,4685
5,50,0.383643,1.15384,1.17478,0.0237502,1.36444,0.000347,4626.4,4685
5,51,0.389146,1.16377,1.18349,0.0246822,1.37963,0.0003254,4665.8,4679
5,52,0.384423,1.15615,1.17856,0.024733,1.37248,0.000272,4638.4,4680
5,53,0.384847,1.15575,1.1755,0.0239374,1.37082,0.0002126,4635,4684
5,54,0.392817,1.16963,1.19042,0.0246874,1.38342,0.000277,4686,4706
5,55,0.389305,1.17336,1.19501,0.025304,1.38354,0.0002594,4693.6,4730
5,56,0.38958,1.16958,1.1916,0.0214522,1.39235,0.0002532,4686.6,4730
5,57,0.383898,1.16321,1.18375,0.0250988,1.37654,0.0002594,4659.2,4682
5,58,0.384465,1.15466,1.17545,0.024328,1.36496,0.000387,4629.8,4661
5,59,0.384742,1.16109,1.17898,0.0251618,1.36836,0.0005618,4645.2,4711
5,60,0.388204,1.15956,1.17922,0.024125,1.37922,0.0002738,4653.4,4689
5,61,0.386636,1.16506,1.18329,0.0238266,1.37691,0.000321,4661.4,4683
5,62,0.388112,1.16171,1.18205,0.0257342,1.37164,0.0002814,4655,4713
5,63,0.390523,1.16947,1.1883,0.024466,1.38354,0.000396,4682.8,4710
5,64,0.385332,1.15947,1.17751,0.0244144,1.37296,0.0002454,4643.2,4684
5,65,0.387824,1.15908,1.17877,0.0234992,1.37315,0.0002868,4646,4675
5,66,0.383728,1.15159,1.17377,0.0247862,1.3612,0.0002794,4617.4,4664
5,67,0.385173,1.15803,1.17602,0.0235662,1.37386,0.0002754,4639,4690
5,68,0.397381,1.18682,1.20373,0.023434,1.42426,0.0003188,4762.2,4788
5,69,0.388579,1.16038,1.17809,0.0238668,1.37415,0.0002576,4648.8,4687
5,70,0.385108,1.15732,1.1758,0.0246808,1.3709,0.0003376,4636.8,4681
5,71,0.388961,1.15964,1.17637,0.0246762,1.37417,0.000295,4648,4672
5,72,0.385815,1.15692,1.17344,0.0240576,1.36757,0.0003444,4631.4,4678
5,73,0.381015,1.1541,1.17124,0.0251268,1.36785,0.0002962,4622,4671
5,74,0.390039,1.16608,1.1853,0.0246218,1.38428,0.0002158,4674.4,4688
5,75,0.389196,1.16503,1.18479,0.0247204,1.38018,0.0002896,4670,4722
5,76,0.386909,1.16267,1.18099,0.0241486,1.37599,0.0002972,4654.6,4692
5,77,0.400794,1.18309,1.20168,0.0245698,1.42504,0.0003258,4760.2,4788
5,78,0.385023,1.1586,1.17502,0.0246778,1.37126,0.0004126,4639.4,4691
5,79,0.383231,1.1567,1.17692,0.0255206,1.36381,0.0002728,4631,4668
5,80,0.388998,1.16634,1.18519,0.0240948,1.37825,0.00028,4666.6,4677
5,81,0.380685,1.15731,1.17514,0.0247776,1.35627,0.0002548,4617.6,4668
5,82,0.389893,1.17008,1.194,0.025623,1.37816,0.0003258,4685.4,4742
5,83,0.396017,1.17974,1.19802,0.024861,1.41535,0.0004568,4738.2,4771
5,84,0.385907,1.15206,1.18466,0.0242778,1.37024,0.0002518,4646.6,4716
5,85,0.386535,1.16372,1.18359,0.0251954,1.37822,0.0003346,4663.4,4691
5,86,0.398094,1.18176,1.19986,0.0221716,1.4276,0.000277,4752.8,4775
5,87,0.385979,1.157,1.17723,0.0248724,1.36833,0.0003416,4637,4685
5,88,0.388442,1.16237,1.18235,0.0242988,1.37917,0.0003036,4660.2,4691
5,89,0.392198,1.17726,1.20275,0.0261384,1.38412,0.000324,4712.6,4756
5,90,0.386702,1.15822,1.18244,0.024561,1.37422,0.0003588,4651.2,4692
5,91,0.386372,1.16088,1.17899,0.0244578,1.37361,0.0003128,4649.4,4685
5,92,0.390032,1.16266,1.18435,0.0274254,1.37933,0.00026,4668.2,4707
5,93,0.384949,1.15391,1.1725,0.0240006,1.36834,0.0003924,4627.4,4686
5,94,0.386082,1.16,1.17831,0.0241528,1.3772,0.0002486,4648.4,4690
5,95,0.388651,1.16016,1.17913,0.0251504,1.37199,0.0003054,4650.2,4680
5,96,0.386905,1.16676,1.18509,0.0242812,1.3777,0.000346,4667.6,4713
5,97,0.388519,1.16693,1.18664,0.024872,1.38353,0.0002984,4677,4717
5,98,0.388014,1.15895,1.17875,0.0240966,1.37686,0.0002594,4651.6,4680
5,99,0.385795,1.15843,1.17532,0.0243152,1.36995,0.0002372,4637.8,4678
5,100,0.38753,1.15894,1.17578,0.0240106,1.37501,0.0002402,4644.6,4681
6,0,0.496742,1.30658,1.32992,0.570195,1.65122,0.000183333,5801.33,5891
6,1,0.490909,1.3031,1.32322,0.571813,1.64304,0.000212,5778.33,5947
6,2,0.471479,1.24535,1.26607,0.0219192,1.55653,0.000237667,5000,5058
6,3,0.469081,1.24109,1.25864,0.022168,1.53707,0.000281167,4966.5,4993
6,4,0.472628,1.24962,1.26772,0.0231312,1.55768,0.000231167,5009.67,5059
6,5,0.47396,1.26172,1.28123,0.0240675,1.56729,0.0004185,5049.17,5109
6,6,0.471846,1.25885,1.27588,0.023658,1.5633,0.000305833,5036.67,5100
6,7,0.475999,1.25156,1.27064,0.0218692,1.56499,0.000197,5023.5,5073
6,8,0.473446,1.24878,1.26651,0.02224,1.56074,0.0002545,5009.17,5059
6,9,0.474196,1.25387,1.27201,0.0232763,1.56084,0.000304833,5024.67,5104
6,10,0.482412,1.27991,1.2978,0.0292017,1.58012,0.000469333,5115.67,5164
6,11,0.474531,1.27733,1.29864,0.0298008,1.56653,0.0004315,5098.17,5132
6,12,0.470453,1.26849,1.28722,0.0316225,1.54191,0.00101633,5054,5136
6,13,0.47516,1.26509,1.28442,0.0233052,1.57769,0.000376333,5070,5110
6,14,0.467954,1.24877,1.26911,0.0257155,1.53679,0.000300167,4992.33,5028
6,15,0.475015,1.25954,1.27685,0.0238862,1.56783,0.000271833,5045,5093
6,16,0.476857,1.26525,1.2834,0.0235793,1.57544,0.000317333,5067.5,5088
6,17,0.479126,1.26309,1.28109,0.0239288,1.57736,0.000311667,5066.83,5094
6,18,0.470305,1.25047,1.27196,0.0251018,1.54541,0.000269833,5007.17,5055
6,19,0.47502,1.26457,1.28475,0.0259738,1.57048,0.000348,5066.17,5124
6,20,0.473945,1.25309,1.27308,0.0244068,1.56,0.000292333,5026.17,5082
6,21,0.479776,1.26835,1.28562,0.0236045,1.58337,0.000326,5083,5122
6,22,0.469945,1.2394,1.26107,0.0236643,1.53552,0.000288333,4970.17,5009
6,23,0.477921,1.26814,1.2869,0.0252932,1.57894,0.0003325,5080.67,5095
6,24,0.464744,1.24003,1.25631,0.0232533,1.53227,0.000398,4957.67,5005
6,25,0.469187,1.26378,1.28162,0.0260572,1.55902,0.000398,5046,5111
6,26,0.473185,1.2799,1.30173,0.031094,1.56514,0.000361333,5103.17,5172
6,27,0.47382,1.27256,1.29162,0.0283715,1.57415,0.000537667,5087.5,5146
6,28,0.470569,1.2617,1.28472,0.0283462,1.55623,0.0005035,5047.17,5093
6,29,0.471144,1.25373,1.27328,0.0256457,1.5459,0.000343333,5013.67,5039
6,30,0.493575,1.28797,1.30515,0.0217587,1.63571,0.0002915,5185.33,5251
6,31,0.468627,1.25728,1.27688,0.0253742,1.55264,0.000477,5026.67,5074
6,32,0.466007,1.24116,1.25957,0.0240895,1.53637,0.000318833,4969,5030
6,33,0.470611,1.25129,1.27068,0.0253005,1.54148,0.0002975,5003.33,5048
6,34,0.489414,1.29311,1.30845,0.0215772,1.63788,0.00035,5192,5243
6,35,0.471898,1.25269,1.27235,0.0238462,1.54916,0.0002435,5012,5024
6,36,0.469114,1.25128,1.26651,0.0239878,1.55978,0.000283,5013.17,5089
6,37,0.477015,1.26926,1.28755,0.0238318,1.58225,0.000282833,5085.33,5141
6,38,0.470229,1.26146,1.27913,0.0256695,1.55878,0.000298333,5040,5078
6,39,0.47654,1.25911,1.28045,0.0234998,1.57376,0.0002585,5055.5,5092
6,40,0.479324,1.26331,1.28386,0.0227007,1.5836,0.0004015,5074,5117
6,41,0.478184,1.27128,1.28727,0.025431,1.57904,0.000430833,5084.83,5107
6,42,0.47163,1.25524,1.27835,0.0232792,1.56683,0.000304167,5037,5091
6,43,0.465579,1.24221,1.26136,0.0236225,1.53231,0.000385,4967.5,5028
6,44,0.476997,1.27407,1.28963,0.0247877,1.58881,0.000663667,5100,5153
6,45,0.466309,1.24316,1.26043,0.0241363,1.53329,0.000408667,4969.33,5012
6,46,0.477177,1.25976,1.27842,0.0232073,1.57503,0.0003185,5055.17,5091
6,47,0.478161,1.26579,1.28107,0.0238025,1.57831,0.000368333,5070.67,5094
6,48,0.468592,1.24493,1.26252,0.0238213,1.53873,0.000268833,4978.83,5029
6,49,0.47417,1.26458,1.27795,0.0249862,1.56647,0.0003175,5052.67,5110
6,50,0.478495,1.27435,1.29213,0.0230388,1.59313,0.000318,5104.5,5146
6,51,0.475908,1.26275,1.28146,0.023925,1.57725,0.000454,5064.83,5103
6,52,0.472209,1.25241,1.27201,0.0223515,1.56801,0.000230167,5027.83,5086
6,53,0.477584,1.27022,1.28654,0.026427,1.57514,0.000386,5080.5,5104
6,54,0.463124,1.23192,1.25218,0.0228202,1.52906,0.000220667,4939.33,5003
6,55,0.466895,1.24398,1.26704,0.0243988,1.53872,0.000362667,4983.83,5032
6,56,0.470765,1.2455,1.26313,0.0236695,1.54139,0.000309833,4984.83,5027
6,57,0.47749,1.27498,1.29564,0.0257543,1.5862,0.0004685,5107.5,5161
6,58,0.473782,1.25573,1.27738,0.0236483,1.56697,0.000282667,5039.33,5067
6,59,0.469411,1.25079,1.26995,0.024709,1.54924,0.0002345,5007.17,5049
6,60,0.471165,1.25259,1.27477,0.0252445,1.56104,0.000269667,5027.33,5085
6,61,0.479728,1.26936,1.28534,0.024938,1.58446,0.000360833,5087.5,5105
6,62,0.472004,1.24741,1.26608,0.0223968,1.54709,0.000277167,4995.33,5010
6,63,0.467697,1.25572,1.27473,0.0263057,1.54729,0.000283833,5017.83,5072
6,64,0.471545,1.25024,1.2695,0.0225257,1.56072,0.000309167,5015.67,5067
6,65,0.467326,1.24416,1.26447,0.0237015,1.53994,0.000294833,4982.17,5031
6,66,0.471374,1.25022,1.27139,0.0230578,1.56065,0.000265333,5016.67,5078
6,67,0.47045,1.25127,1.27475,0.024387,1.54815,0.0003225,5011.67,5033
6,68,0.475745,1.25617,1.27602,0.0225922,1.57475,0.0003485,5045.33,5082
6,69,0.469593,1.25735,1.27648,0.0254898,1.54808,0.000300333,5023.5,5073
6,70,0.475557,1.26975,1.28681,0.0239475,1.58452,0.000400667,5085,5147
6,71,0.480514,1.26628,1.28552,0.024192,1.57736,0.000292167,5076.67,5121
6,72,0.472106,1.25036,1.26899,0.0235852,1.56008,0.000316833,5016.83,5073
6,73,0.468458,1.25837,1.27712,0.0267528,1.54931,0.000539333,5026.17,5077
6,74,0.477922,1.26601,1.28344,0.0244917,1.5775,0.000269833,5070.5,5087
6,75,0.467065,1.24185,1.26167,0.024112,1.5344,0.000359,4971,5021
6,76,0.471281,1.25743,1.27604,0.0249965,1.55231,0.000336,5026.67,5088
6,77,0.471289,1.25585,1.27719,0.0253997,1.56661,0.000342833,5039.67,5117
6,78,0.466626,1.24638,1.26469,0.026132,1.53904,0.000300333,4985.5,5034
6,79,0.475739,1.25669,1.27415,0.0240508,1.5651,0.000257,5037.5,5088
6,80,0.469776,1.24777,1.26904,0.0242282,1.54237,0.000272,4996,5019
6,81,0.478294,1.2694,1.28792,0.0259492,1.57898,0.000409,5087,5138
6,82,0.479748,1.27856,1.30061,0.0252067,1.59334,0.000622,5125.5,5182
6,83,0.46767,1.24836,1.26844,0.0256708,1.54378,0.000286333,4997.33,5043
6,84,0.466692,1.25026,1.26323,0.0219278,1.55661,0.000608333,5000.67,5064
6,85,0.468603,1.25426,1.27566,0.0268453,1.54291,0.000243,5013.17,5041
6,86,0.472672,1.25336,1.27157,0.0226612,1.56322,0.0003855,5025.17,5054
6,87,0.466059,1.24399,1.26177,0.026972,1.52916,0.000276667,4970,5022
6,88,0.463966,1.24027,1.25924,0.024287,1.53023,0.0003025,4958.67,5010
6,89,0.492474,1.3065,1.32225,0.0234717,1.65263,0.0004075,5242.33,5286
6,90,0.473921,1.25557,1.27506,0.0226788,1.56796,0.0003935,5036,5074
6,91,0.469067,1.24664,1.26409,0.0244648,1.53647,0.0003295,4982.83,5028
6,92,0.469607,1.24408,1.26507,0.023921,1.54029,0.000276667,4984.67,5015
6,93,0.473812,1.26175,1.27969,0.0233478,1.57332,0.000277833,5054,5084
6,94,0.468727,1.24337,1.26397,0.022405,1.55444,0.000228,4994,5067
6,95,0.468593,1.26073,1.28417,0.0268135,1.55375,0.000837667,5042.17,5101
6,96,0.46524,1.2451,1.26679,0.0243433,1.54074,0.000284333,4986.67,5057
6,97,0.474403,1.26961,1.28592,0.0244373,1.58847,0.000368833,5087.67,5137
6,98,0.471181,1.24712,1.26865,0.0243857,1.54208,0.000248333,4995.5,5010
6,99,0.467593,1.24331,1.26343,0.0245055,1.53495,0.0003135,4975.33,5032
6,100,0.46632,1.24096,1.26138,0.0236773,1.53621,0.000336333,4970.17,5026
7,0,0.600837,1.51617,1.54726,0.679182,1.95684,0.000471571,6689.71,6827
7,1,0.608742,1.52848,1.56023,0.683177,1.99301,0.000352286,6761.14,6914
7,2,0.580809,1.45493,1.48038,0.0204837,1.88708,0.000332,5803,5871
7,3,0.574718,1.44936,1.4805,0.0214891,1.86293,0.000501714,5771.14,5840
7,4,0.579714,1.46197,1.49093,0.0222764,1.87902,0.000444429,5815.71,5868
7,5,0.552477,1.39504,1.42445,0.0230349,1.78439,0.000367429,5560.14,5616
7,6,0.575944,1.4512,1.48412,0.0228399,1.86893,0.000414286,5785.71,5837
7,7,0.550562,1.38553,1.41738,0.0239843,1.77671,0.000223714,5533.29,5589
7,8,0.567577,1.43839,1.47018,0.0226814,1.84601,0.000764286,5727.43,5782
7,9,0.582252,1.45494,1.4841,0.0202084,1.89054,0.000377,5811.43,5860
7,10,0.564071,1.41255,1.43831,0.022954,1.81804,0.000356286,5637.29,5682
7,11,0.581884,1.45723,1.48648,0.0205006,1.88848,0.000299429,5815.86,5889
7,12,0.583069,1.46075,1.49082,0.0208173,1.89357,0.000484,5830.86,5903
7,13,0.562918,1.41174,1.43877,0.0222696,1.81735,0.000264857,5633,5698
7,14,0.581357,1.46216,1.48947,0.0208619,1.88472,0.000412429,5819.86,5873
7,15,0.570475,1.43854,1.46801,0.0216854,1.85155,0.000469143,5730.43,5789
7,16,0.560482,1.40795,1.43544,0.0232034,1.81376,0.000355,5622.71,5685
7,17,0.584696,1.46891,1.5004,0.020835,1.90797,0.000507857,5865.43,5935
7,18,0.571369,1.42946,1.46063,0.0207976,1.84467,0.000371714,5706.57,5754
7,19,0.57851,1.45311,1.48255,0.0207149,1.88381,0.000402286,5800,5857
7,20,0.580843,1.45179,1.48177,0.02044,1.88052,0.00031,5796.29,5851
7,21,0.548331,1.37989,1.41322,0.0238377,1.77016,0.000272571,5515.71,5584
7,22,0.567527,1.42987,1.45783,0.0221877,1.84017,0.000381714,5699,5755
7,23,0.559727,1.42076,1.44642,0.0225283,1.83087,0.000335286,5663.86,5759
7,24,0.591588,1.47783,1.50235,0.0201809,1.9295,0.000369,5902.71,5973
7,25,0.551086,1.38606,1.4164,0.0221041,1.77639,0.000444,5531.14,5595
7,26,0.562252,1.41709,1.44361,0.0221716,1.82594,0.000437857,5652.29,5699
7,27,0.562653,1.4074,1.43567,0.0206714,1.82026,0.000291857,5626.86,5688
7,28,0.562063,1.41879,1.4483,0.022565,1.83063,0.000378429,5663.71,5721
7,29,0.566112,1.44093,1.47115,0.0230029,1.85179,0.000321571,5736.14,5835
7,30,0.583762,1.46971,1.49977,0.0243129,1.90195,0.000708714,5866.29,5944
7,31,0.567117,1.44709,1.47403,0.0284839,1.85321,0.000492143,5755.86,5828
7,32,0.566596,1.43753,1.45645,0.0285973,1.84512,0.000693714,5721,5796
7,33,0.562285,1.40531,1.43533,0.020315,1.82078,0.000291286,5621.57,5682
7,34,0.561652,1.45122,1.48191,0.032621,1.85006,0.000605571,5770.43,5899
7,35,0.540788,1.39059,1.4134,0.0359194,1.75679,0.000784429,5529,5632
7,36,0.533428,1.36827,1.39178,0.0346989,1.71686,0.000677714,5433.57,5516
7,37,0.537422,1.38061,1.40672,0.0351326,1.74166,0.000814714,5492.71,5586
7,38,0.528377,1.40421,1.43081,0.0456217,1.73309,0.00108543,5542.43,5685
7,39,0.549399,1.41906,1.44298,0.0371627,1.78763,0.00109557,5630.86,5729
7,40,0.545661,1.39998,1.41883,0.0337564,1.77516,0.000722857,5564.14,5637
7,41,0.546271,1.37918,1.39935,0.031305,1.7611,0.000437714,5501.57,5567
7,42,0.544223,1.36979,1.39383,0.0297631,1.74978,0.000578286,5469.86,5536
7,43,0.542764,1.3557,1.37632,0.0270917,1.73642,0.000307857,5417.71,5469
7,44,0.540412,1.34963,1.36783,0.0285971,1.71408,0.000337571,5379.14,5426
7,45,0.541894,1.36242,1.38395,0.0270597,1.74331,0.000448714,5439.43,5498
7,46,0.53657,1.37516,1.39651,0.030149,1.75053,0.000446286,5473.43,5557
