Roll,Pitch,Z,Area
0,-90,0,0.9204512996286776
-1,-89,0,0.9255926878034847
0,-89,0,0.9234504427306484
1,-89,0,0.921165381319623
-2,-88,0,0.9305912596401028
-1,-88,0,0.9285918309054556
0,-88,0,0.9264495858326193
1,-88,0,0.9241645244215938
2,-88,0,0.9215938303341902
-3,-87,0,0.9353041988003428
-2,-87,0,0.9334475864038846
-1,-87,0,0.9314481576692374
0,-87,0,0.929305912596401
1,-87,0,0.9270208511853756
2,-87,0,0.924450157097972
3,-87,0,0.9218794630105684
-4,-86,0,0.9397315052842045
-3,-86,0,0.9380177092259354
-2,-86,0,0.9363039131676664
-1,-86,0,0.9343044844330192
0,-86,0,0.9321622393601828
1,-86,0,0.9297343616109683
2,-86,0,0.9273064838617537
3,-86,0,0.9247357897743502
4,-86,0,0.9218794630105684
-5,-85,0,0.9440159954298771
-4,-85,0,0.9424450157097972
-3,-85,0,0.9408740359897172
-2,-85,0,0.939017423593259
-1,-85,0,0.9370179948586118
0,-85,0,0.9348757497857755
1,-85,0,0.9325906883747501
2,-85,0,0.9300199942873465
3,-85,0,0.9274493001999429
4,-85,0,0.9245929734361611
5,-85,0,0.9215938303341902
-6,-84,0,0.9480148528991716
-5,-84,0,0.9465866895172808
-4,-84,0,0.9451585261353899
-3,-84,0,0.9434447300771208
-2,-84,0,0.9415881176806626
-1,-84,0,0.9397315052842045
0,-84,0,0.9374464438731791
1,-84,0,0.9351613824621536
2,-84,0,0.9327335047129391
3,-84,0,0.9300199942873465
4,-84,0,0.9271636675235647
5,-84,0,0.9243073407597829
6,-84,0,0.921165381319623
-7,-83,0,0.951728077692088
-6,-83,0,0.9505855469865753
-5,-83,0,0.9493001999428735
-4,-83,0,0.9477292202227935
-3,-83,0,0.9460154241645244
-2,-83,0,0.9443016281062554
-1,-83,0,0.9423021993716081
0,-83,0,0.9401599542987717
1,-83,0,0.9377320765495573
2,-83,0,0.9353041988003428
3,-83,0,0.9325906883747501
4,-83,0,0.9297343616109683
5,-83,0,0.9268780348471866
6,-83,0,0.9235932590688375
7,-83,0,0.9203084832904884
-8,-82,0,0.9552984861468152
-7,-82,0,0.9542987717794916
-6,-82,0,0.9531562410739789
-5,-82,0,0.951728077692088
-4,-82,0,0.9502999143101971
-3,-82,0,0.9485861182519281
-2,-82,0,0.9467295058554699
-1,-82,0,0.9447300771208226
0,-82,0,0.9425878320479862
1,-82,0,0.9403027706369609
2,-82,0,0.9377320765495573
3,-82,0,0.9351613824621536
4,-82,0,0.9323050556983719
5,-82,0,0.929305912596401
6,-82,0,0.9261639531562411
7,-82,0,0.922879177377892
8,-82,0,0.9193087689231648
-9,-81,0,0.9585832619251642
-8,-81,0,0.9577263638960297
-7,-81,0,0.9567266495287061
-6,-81,0,0.9555841188231934
-5,-81,0,0.9541559554413025
-4,-81,0,0.9527277920594116
-3,-81,0,0.9510139960011426
-2,-81,0,0.9491573836046844
-1,-81,0,0.9471579548700372
0,-81,0,0.9450157097972008
1,-81,0,0.9427306483861754
2,-81,0,0.9401599542987717
3,-81,0,0.9375892602113681
4,-81,0,0.9347329334475865
5,-81,0,0.9317337903456155
6,-81,0,0.9285918309054556
7,-81,0,0.9253070551271065
8,-81,0,0.9217366466723793
9,-81,0,0.9181662382176521
-10,-80,0,0.9615824050271351
-9,-80,0,0.9610111396743788
-8,-80,0,0.9601542416452442
-7,-80,0,0.9591545272779206
-6,-80,0,0.9578691802342187
-5,-80,0,0.956583833190517
-4,-80,0,0.9550128534704371
-3,-80,0,0.953441873750357
-2,-80,0,0.9515852613538989
-1,-80,0,0.9495858326192517
0,-80,0,0.9474435875464153
1,-80,0,0.9450157097972008
2,-80,0,0.9425878320479862
3,-80,0,0.9398743216223936
4,-80,0,0.9370179948586118
5,-80,0,0.934018851756641
6,-80,0,0.930876892316481
7,-80,0,0.927592116538132
8,-80,0,0.9241645244215938
9,-80,0,0.9204512996286776
10,-80,0,0.9165952584975722
-11,-79,0,0.9644387317909169
-10,-79,0,0.9640102827763496
-9,-79,0,0.9632962010854041
-8,-79,0,0.9624393030562697
-7,-79,0,0.961439588688946
-6,-79,0,0.9602970579834333
-5,-79,0,0.9588688946015425
-4,-79,0,0.9574407312196516
-3,-79,0,0.9557269351613824
-2,-79,0,0.9538703227649243
-1,-79,0,0.951870894030277
0,-79,0,0.9497286489574407
1,-79,0,0.9473007712082262
2,-79,0,0.9448728934590117
3,-79,0,0.9421593830334191
4,-79,0,0.9393030562696373
5,-79,0,0.9363039131676664
6,-79,0,0.9331619537275064
7,-79,0,0.9298771779491574
8,-79,0,0.9263067694944301
9,-79,0,0.9227363610397029
10,-79,0,0.9188803199085975
11,-79,0,0.914881462439303
-12,-78,0,0.9670094258783205
-11,-78,0,0.9667237932019423
-10,-78,0,0.9661525278491859
-9,-78,0,0.9654384461582405
-8,-78,0,0.964724364467295
-7,-78,0,0.9635818337617823
-6,-78,0,0.9624393030562697
-5,-78,0,0.9611539560125678
-4,-78,0,0.9595829762924879
-3,-78,0,0.9578691802342187
-2,-78,0,0.9561553841759497
-1,-78,0,0.9540131391031134
0,-78,0,0.951870894030277
1,-78,0,0.9495858326192517
2,-78,0,0.947015138531848
3,-78,0,0.9444444444444444
4,-78,0,0.9415881176806626
5,-78,0,0.9385889745786918
6,-78,0,0.9354470151385319
7,-78,0,0.9320194230219937
8,-78,0,0.9285918309054556
9,-78,0,0.9248786061125392
10,-78,0,0.9210225649814339
11,-78,0,0.9170237075121394
12,-78,0,0.9128820337046558
-13,-77,0,0.969437303627535
-12,-77,0,0.9692944872893459
-11,-77,0,0.9688660382747787
-10,-77,0,0.9682947729220223
-9,-77,0,0.967723507569266
-8,-77,0,0.9668666095401314
-7,-77,0,0.9658668951728078
-6,-77,0,0.964581548129106
-5,-77,0,0.9632962010854041
-4,-77,0,0.9617252213653242
-3,-77,0,0.9600114253070551
-2,-77,0,0.958297629248786
-1,-77,0,0.9561553841759497
0,-77,0,0.9540131391031134
1,-77,0,0.951728077692088
2,-77,0,0.9491573836046844
3,-77,0,0.9465866895172808
4,-77,0,0.943730362753499
5,-77,0,0.9407312196515282
6,-77,0,0.9374464438731791
7,-77,0,0.93416166809483
8,-77,0,0.9307340759782919
9,-77,0,0.9270208511853756
10,-77,0,0.9231648100542702
11,-77,0,0.9191659525849757
12,-77,0,0.9150242787774922
13,-77,0,0.9107397886318195
-14,-76,0,0.9715795487003713
-13,-76,0,0.9715795487003713
-12,-76,0,0.9712939160239932
-11,-76,0,0.971008283347615
-10,-76,0,0.9704370179948586
-9,-76,0,0.9697229363039132
-8,-76,0,0.9688660382747787
-7,-76,0,0.967866323907455
-6,-76,0,0.9667237932019423
-5,-76,0,0.9652956298200515
-4,-76,0,0.9638674664381606
-3,-76,0,0.9621536703798914
-2,-76,0,0.9602970579834333
-1,-76,0,0.958297629248786
0,-76,0,0.9561553841759497
1,-76,0,0.9537275064267352
2,-76,0,0.9512996286775207
3,-76,0,0.9485861182519281
4,-76,0,0.9457297914881463
5,-76,0,0.9427306483861754
6,-76,0,0.9395886889460154
7,-76,0,0.9361610968294773
8,-76,0,0.9327335047129391
9,-76,0,0.9290202799200229
10,-76,0,0.9251642387889174
11,-76,0,0.921165381319623
12,-76,0,0.9170237075121394
13,-76,0,0.9127392173664667
14,-76,0,0.9081690945444159
-15,-75,0,0.9734361610968295
-14,-75,0,0.9735789774350185
-13,-75,0,0.9735789774350185
-12,-75,0,0.9732933447586404
-11,-75,0,0.9730077120822622
-10,-75,0,0.9724364467295059
-9,-75,0,0.9717223650385605
-8,-75,0,0.9708654670094259
-7,-75,0,0.9698657526421023
-6,-75,0,0.9687232219365896
-5,-75,0,0.9672950585546987
-4,-75,0,0.9658668951728078
-3,-75,0,0.9641530991145387
-2,-75,0,0.9622964867180805
-1,-75,0,0.9602970579834333
0,-75,0,0.958154812910597
1,-75,0,0.9557269351613824
2,-75,0,0.9532990574121679
3,-75,0,0.9505855469865753
4,-75,0,0.9477292202227935
5,-75,0,0.9447300771208226
6,-75,0,0.9415881176806626
7,-75,0,0.9381605255641245
8,-75,0,0.9347329334475865
9,-75,0,0.9310197086546701
10,-75,0,0.9271636675235647
11,-75,0,0.9231648100542702
12,-75,0,0.9190231362467867
13,-75,0,0.9145958297629249
14,-75,0,0.9101685232790632
15,-75,0,0.9054555841188232
-16,-74,0,0.9751499571550986
-15,-74,0,0.9754355898314767
-14,-74,0,0.9755784061696658
-13,-74,0,0.9754355898314767
-12,-74,0,0.9752927734932876
-11,-74,0,0.9748643244787204
-10,-74,0,0.9744358754641531
-9,-74,0,0.9737217937732077
-8,-74,0,0.9728648957440731
-7,-74,0,0.9718651813767495
-6,-74,0,0.9705798343330477
-5,-74,0,0.9692944872893459
-4,-74,0,0.967723507569266
-3,-74,0,0.9660097115109969
-2,-74,0,0.9641530991145387
-1,-74,0,0.9621536703798914
0,-74,0,0.9600114253070551
1,-74,0,0.9575835475578406
2,-74,0,0.9551556698086261
3,-74,0,0.9524421593830334
4,-74,0,0.9495858326192517
5,-74,0,0.9465866895172808
6,-74,0,0.9434447300771208
7,-74,0,0.9400171379605827
8,-74,0,0.9365895458440445
9,-74,0,0.9328763210511283
10,-74,0,0.9290202799200229
11,-74,0,0.9250214224507284
12,-74,0,0.9208797486432447
13,-74,0,0.9165952584975722
14,-74,0,0.9120251356755212
15,-74,0,0.9073121965152814
16,-74,0,0.9025992573550414
-17,-73,0,0.9764353041988003
-16,-73,0,0.9770065695515567
-15,-73,0,0.9772922022279349
-14,-73,0,0.9774350185661239
-13,-73,0,0.9772922022279349
-12,-73,0,0.9771493858897458
-11,-73,0,0.9768637532133676
-10,-73,0,0.9762924878606113
-9,-73,0,0.9755784061696658
-8,-73,0,0.9747215081405313
-7,-73,0,0.9737217937732077
-6,-73,0,0.9724364467295059
-5,-73,0,0.971151099685804
-4,-73,0,0.9695801199657241
-3,-73,0,0.967866323907455
-2,-73,0,0.9660097115109969
-1,-73,0,0.9640102827763496
0,-73,0,0.9618680377035133
1,-73,0,0.9594401599542988
2,-73,0,0.9570122822050843
3,-73,0,0.9542987717794916
4,-73,0,0.9514424450157098
5,-73,0,0.9484433019137389
6,-73,0,0.945301342473579
7,-73,0,0.9418737503570408
8,-73,0,0.9384461582405027
9,-73,0,0.9347329334475865
10,-73,0,0.930876892316481
11,-73,0,0.9268780348471866
12,-73,0,0.9227363610397029
13,-73,0,0.9183090545558412
14,-73,0,0.9138817480719794
15,-73,0,0.9091688089117395
16,-73,0,0.9043130534133105
17,-73,0,0.8993144815766924
-18,-72,0,0.9777206512425022
-17,-72,0,0.9782919165952585
-16,-72,0,0.9787203656098258
-15,-72,0,0.9790059982862039
-14,-72,0,0.9791488146243931
-13,-72,0,0.9791488146243931
-12,-72,0,0.9790059982862039
-11,-72,0,0.9785775492716366
-10,-72,0,0.9780062839188803
-9,-72,0,0.9772922022279349
-8,-72,0,0.9764353041988003
-7,-72,0,0.9754355898314767
-6,-72,0,0.974293059125964
-5,-72,0,0.9728648957440731
-4,-72,0,0.9714367323621822
-3,-72,0,0.9697229363039132
-2,-72,0,0.967866323907455
-1,-72,0,0.9657240788346186
0,-72,0,0.9635818337617823
1,-72,0,0.961296772350757
2,-72,0,0.9587260782633533
3,-72,0,0.9560125678377607
4,-72,0,0.9531562410739789
5,-72,0,0.950157097972008
6,-72,0,0.947015138531848
7,-72,0,0.94358754641531
8,-72,0,0.9401599542987717
9,-72,0,0.9364467295058555
10,-72,0,0.9325906883747501
11,-72,0,0.9285918309054556
12,-72,0,0.924450157097972
13,-72,0,0.9200228506141103
14,-72,0,0.9155955441302485
15,-72,0,0.9108826049700086
16,-72,0,0.9060268494715795
17,-72,0,0.9010282776349614
18,-72,0,0.8958868894601543
-19,-71,0,0.9785775492716366
-18,-71,0,0.9794344473007712
-17,-71,0,0.9800057126535275
-16,-71,0,0.980576978006284
-15,-71,0,0.9808626106826621
-14,-71,0,0.9808626106826621
-13,-71,0,0.9808626106826621
-12,-71,0,0.980719794344473
-11,-71,0,0.9802913453299057
-10,-71,0,0.9797200799771494
-9,-71,0,0.9790059982862039
