0 200 150
-150 150 150
-200 200 75
-200 100 75
-100 100 75
-100 200 75
-200 200 75
-150 150 75
-150 150 150
0 150 150
150 150 150
200 200 75
200 100 75
100 100 75
100 200 75
200 200 75
150 150 75
150 150 150
0 150 150
0 200 150
