0 200 150
-150 150 150
-200 200 100
-200 100 100
-100 100 100
-100 200 100
-200 200 100
-150 150 100
-150 150 150
0 150 150
150 150 150
200 200 100
200 100 100
100 100 100
100 200 100
200 200 100
150 150 100
150 150 150
0 150 150
0 200 150
