Roll,Pitch,Area
-90,-90,0.276
-90,-89,0.2806
-90,-88,0.2898
-90,-87,0.2944
-90,-86,0.29900000000000004
-90,-85,0.30360000000000004
-90,-84,0.30820000000000003
-90,-83,0.3128
-90,-82,0.3174
-90,-81,0.322
-90,-80,0.3266
-90,-79,0.3312
-90,-78,0.3358
-90,-77,0.34040000000000004
-90,-76,0.34500000000000003
-90,-75,0.3496
-90,-74,0.3542
-90,-73,0.3588
-90,-72,0.36340000000000006
-90,-71,0.36800000000000005
-90,-70,0.37260000000000004
-90,-69,0.3772
-90,-68,0.3772
-90,-67,0.3818
-90,-66,0.3864
-90,-65,0.391
-90,-64,0.3956
-90,-63,0.4002
-90,-62,0.4002
-90,-61,0.4048
-90,-60,0.40940000000000004
-90,-59,0.41400000000000003
-90,-58,0.41400000000000003
-90,-57,0.4186
-90,-56,0.4232
-90,-55,0.4232
-90,-54,0.4278
-90,-53,0.4324
-90,-52,0.4324
-90,-51,0.437
-90,-50,0.437
-90,-49,0.4416
-90,-48,0.4462
-90,-47,0.4462
-90,-46,0.45080000000000003
-90,-45,0.45080000000000003
-90,-44,0.4554
-90,-43,0.4554
-90,-42,0.46
-90,-41,0.46
-90,-40,0.46
-90,-39,0.4646
-90,-38,0.4646
-90,-37,0.4692
-90,-36,0.4692
-90,-35,0.47380000000000005
-90,-34,0.47380000000000005
-90,-33,0.47380000000000005
-90,-32,0.47840000000000005
-90,-31,0.47840000000000005
-90,-30,0.47840000000000005
-90,-29,0.47840000000000005
-90,-28,0.48300000000000004
-90,-27,0.48300000000000004
-90,-26,0.48300000000000004
-90,-25,0.48300000000000004
-90,-24,0.48760000000000003
-90,-23,0.48760000000000003
-90,-22,0.48760000000000003
-90,-21,0.48760000000000003
-90,-20,0.48760000000000003
-90,-19,0.48760000000000003
-90,-18,0.4922
-90,-17,0.4922
-90,-16,0.4922
-90,-15,0.4922
-90,-14,0.4922
-90,-13,0.4922
-90,-12,0.4922
-90,-11,0.4922
-90,-10,0.4922
-90,-9,0.4922
-90,-8,0.4922
-90,-7,0.4922
-90,-6,0.4922
-90,-5,0.4922
-90,-4,0.4922
-90,-3,0.4922
-90,-2,0.4922
-90,-1,0.48760000000000003
-90,0,0.48760000000000003
-90,1,0.48760000000000003
-90,2,0.48760000000000003
-90,3,0.48760000000000003
-90,4,0.48760000000000003
-90,5,0.48300000000000004
-90,6,0.48300000000000004
-90,7,0.48300000000000004
-90,8,0.48300000000000004
-90,9,0.47840000000000005
-90,10,0.47840000000000005
-90,11,0.47840000000000005
-90,12,0.47840000000000005
-90,13,0.47380000000000005
-90,14,0.47380000000000005
-90,15,0.47380000000000005
-90,16,0.4692
-90,17,0.4692
-90,18,0.4646
-90,19,0.4646
-90,20,0.4646
-90,21,0.46
-90,22,0.46
-90,23,0.4554
-90,24,0.4554
-90,25,0.45080000000000003
-90,26,0.45080000000000003
-90,27,0.4462
-90,28,0.4462
-90,29,0.4416
-90,30,0.437
-90,31,0.437
-90,32,0.4324
-90,33,0.4324
-90,34,0.4278
-90,35,0.4232
-90,36,0.4232
-90,37,0.4186
-90,38,0.41400000000000003
-90,39,0.41400000000000003
-90,40,0.40940000000000004
-90,41,0.4048
-90,42,0.4002
-90,43,0.4002
-90,44,0.3956
-90,45,0.391
-90,46,0.3864
-90,47,0.3818
-90,48,0.3772
-90,49,0.3772
-90,50,0.37260000000000004
-90,51,0.36800000000000005
-90,52,0.36340000000000006
-90,53,0.3588
-90,54,0.3542
-90,55,0.3496
-90,56,0.34500000000000003
-90,57,0.34040000000000004
-90,58,0.3358
-90,59,0.3312
-90,60,0.3266
-90,61,0.322
-90,62,0.3174
-90,63,0.3128
-90,64,0.30820000000000003
-90,65,0.30360000000000004
-90,66,0.29900000000000004
-90,67,0.2944
-90,68,0.2898
-90,69,0.2806
-90,70,0.276
-90,71,0.2714
-90,72,0.2668
-90,73,0.2622
-90,74,0.25760000000000005
-90,75,0.24840000000000004
-90,76,0.24380000000000002
-90,77,0.23920000000000002
-90,78,0.23
-90,79,0.22540000000000002
-90,80,0.2208
-90,81,0.2162
-90,82,0.20700000000000002
-90,83,0.2024
-90,84,0.1932
-90,85,0.1886
-90,86,0.18400000000000002
-90,87,0.1748
-90,88,0.17020000000000002
-90,89,0.161
-90,90,0.1564
-89,-90,0.282
-89,-89,0.28669999999999995
-89,-88,0.2961
-89,-87,0.3008
-89,-86,0.3055
-89,-85,0.3102
-89,-84,0.3149
-89,-83,0.3196
-89,-82,0.3243
-89,-81,0.32899999999999996
-89,-80,0.33369999999999994
-89,-79,0.3384
-89,-78,0.34309999999999996
-89,-77,0.3478
-89,-76,0.3525
-89,-75,0.35719999999999996
-89,-74,0.3619
-89,-73,0.3666
-89,-72,0.3713
-89,-71,0.376
-89,-70,0.3807
-89,-69,0.38539999999999996
-89,-68,0.38539999999999996
-89,-67,0.39009999999999995
-89,-66,0.3948
-89,-65,0.39949999999999997
-89,-64,0.40419999999999995
-89,-63,0.4089
-89,-62,0.4089
-89,-61,0.41359999999999997
-89,-60,0.4183
-89,-59,0.423
-89,-58,0.423
-89,-57,0.42769999999999997
-89,-56,0.4324
-89,-55,0.4324
-89,-54,0.4371
-89,-53,0.44179999999999997
-89,-52,0.44179999999999997
-89,-51,0.44649999999999995
-89,-50,0.44649999999999995
-89,-49,0.45119999999999993
-89,-48,0.45589999999999997
-89,-47,0.45589999999999997
-89,-46,0.46059999999999995
-89,-45,0.46059999999999995
-89,-44,0.4653
-89,-43,0.4653
-89,-42,0.47
-89,-41,0.47
-89,-40,0.47
-89,-39,0.47469999999999996
-89,-38,0.47469999999999996
-89,-37,0.4794
-89,-36,0.4794
-89,-35,0.4841
-89,-34,0.4841
-89,-33,0.4841
-89,-32,0.4888
-89,-31,0.4888
-89,-30,0.4888
-89,-29,0.4888
-89,-28,0.4935
-89,-27,0.4935
-89,-26,0.4935
-89,-25,0.4935
-89,-24,0.4982
-89,-23,0.4982
-89,-22,0.4982
-89,-21,0.4982
-89,-20,0.4982
-89,-19,0.4982
-89,-18,0.5029
-89,-17,0.5029
-89,-16,0.5029
-89,-15,0.5029
-89,-14,0.5029
-89,-13,0.5029
-89,-12,0.5029
-89,-11,0.5029
-89,-10,0.5029
-89,-9,0.5029
-89,-8,0.5029
-89,-7,0.5029
-89,-6,0.5029
-89,-5,0.5029
-89,-4,0.5029
-89,-3,0.5029
-89,-2,0.5029
-89,-1,0.4982
-89,0,0.4982
-89,1,0.4982
-89,2,0.4982
-89,3,0.4982
-89,4,0.4982
-89,5,0.4935
-89,6,0.4935
-89,7,0.4935
-89,8,0.4935
-89,9,0.4888
-89,10,0.4888
-89,11,0.4888
-89,12,0.4888
-89,13,0.4841
-89,14,0.4841
-89,15,0.4841
-89,16,0.4794
-89,17,0.4794
-89,18,0.47469999999999996
-89,19,0.47469999999999996
-89,20,0.47469999999999996
-89,21,0.47
-89,22,0.47
-89,23,0.4653
-89,24,0.4653
-89,25,0.46059999999999995
-89,26,0.46059999999999995
-89,27,0.45589999999999997
-89,28,0.45589999999999997
-89,29,0.45119999999999993
-89,30,0.44649999999999995
-89,31,0.44649999999999995
-89,32,0.44179999999999997
-89,33,0.44179999999999997
-89,34,0.4371
-89,35,0.4324
-89,36,0.4324
-89,37,0.42769999999999997
-89,38,0.423
-89,39,0.423
-89,40,0.4183
-89,41,0.41359999999999997
-89,42,0.4089
-89,43,0.4089
-89,44,0.40419999999999995
-89,45,0.39949999999999997
-89,46,0.3948
-89,47,0.39009999999999995
-89,48,0.38539999999999996
-89,49,0.38539999999999996
-89,50,0.3807
-89,51,0.376
-89,52,0.3713
-89,53,0.3666
-89,54,0.3619
-89,55,0.35719999999999996
-89,56,0.3525
-89,57,0.3478
-89,58,0.34309999999999996
-89,59,0.3384
-89,60,0.33369999999999994
-89,61,0.32899999999999996
-89,62,0.3243
-89,63,0.3196
-89,64,0.3149
-89,65,0.3102
-89,66,0.3055
-89,67,0.3008
-89,68,0.2961
-89,69,0.28669999999999995
-89,70,0.282
-89,71,0.2773
-89,72,0.27259999999999995
-89,73,0.26789999999999997
-89,74,0.2632
-89,75,0.2538
-89,76,0.2491
-89,77,0.2444
-89,78,0.235
-89,79,0.23029999999999998
-89,80,0.22559999999999997
-89,81,0.22089999999999999
-89,82,0.2115
-89,83,0.20679999999999998
-89,84,0.1974
-89,85,0.19269999999999998
-89,86,0.188
-89,87,0.17859999999999998
-89,88,0.1739
-89,89,0.16449999999999998
-89,90,0.1598
-88,-90,0.288
-88,-89,0.2928
-88,-88,0.3024
-88,-87,0.3072
-88,-86,0.312
-88,-85,0.3168
-88,-84,0.3216
-88,-83,0.3264
-88,-82,0.33119999999999994
-88,-81,0.33599999999999997
-88,-80,0.3408
-88,-79,0.34559999999999996
-88,-78,0.3504
-88,-77,0.35519999999999996
-88,-76,0.36
-88,-75,0.3648
-88,-74,0.3696
-88,-73,0.3744
-88,-72,0.3792
-88,-71,0.384
-88,-70,0.38880000000000003
-88,-69,0.39359999999999995
-88,-68,0.39359999999999995
-88,-67,0.3984
-88,-66,0.40319999999999995
-88,-65,0.408
-88,-64,0.4128
-88,-63,0.41759999999999997
-88,-62,0.41759999999999997
-88,-61,0.4224
-88,-60,0.42719999999999997
-88,-59,0.432
-88,-58,0.432
-88,-57,0.4368
-88,-56,0.4416
-88,-55,0.4416
-88,-54,0.4464
-88,-53,0.45119999999999993
-88,-52,0.45119999999999993
-88,-51,0.45599999999999996
-88,-50,0.45599999999999996
-88,-49,0.4608
-88,-48,0.46559999999999996
-88,-47,0.46559999999999996
-88,-46,0.4704
-88,-45,0.4704
-88,-44,0.47519999999999996
-88,-43,0.47519999999999996
-88,-42,0.48
-88,-41,0.48
-88,-40,0.48
-88,-39,0.4848
-88,-38,0.4848
-88,-37,0.4896
-88,-36,0.4896
-88,-35,0.4944
-88,-34,0.4944
-88,-33,0.4944
-88,-32,0.4992
-88,-31,0.4992
-88,-30,0.4992
-88,-29,0.4992
-88,-28,0.504
-88,-27,0.504
-88,-26,0.504
-88,-25,0.504
-88,-24,0.5088
-88,-23,0.5088
-88,-22,0.5088
-88,-21,0.5088
-88,-20,0.5088
-88,-19,0.5088
-88,-18,0.5136000000000001
-88,-17,0.5136000000000001
-88,-16,0.5136000000000001
-88,-15,0.5136000000000001
-88,-14,0.5136000000000001
-88,-13,0.5136000000000001
-88,-12,0.5136000000000001
-88,-11,0.5136000000000001
-88,-10,0.5136000000000001
-88,-9,0.5136000000000001
-88,-8,0.5136000000000001
-88,-7,0.5136000000000001
-88,-6,0.5136000000000001
-88,-5,0.5136000000000001
-88,-4,0.5136000000000001
-88,-3,0.5136000000000001
-88,-2,0.5136000000000001
-88,-1,0.5088
-88,0,0.5088
-88,1,0.5088
-88,2,0.5088
-88,3,0.5088
-88,4,0.5088
-88,5,0.504
-88,6,0.504
-88,7,0.504
-88,8,0.504
-88,9,0.4992
-88,10,0.4992
-88,11,0.4992
-88,12,0.4992
-88,13,0.4944
-88,14,0.4944
-88,15,0.4944
-88,16,0.4896
-88,17,0.4896
-88,18,0.4848
-88,19,0.4848
-88,20,0.4848
-88,21,0.48
-88,22,0.48
-88,23,0.47519999999999996
-88,24,0.47519999999999996
-88,25,0.4704
-88,26,0.4704
-88,27,0.46559999999999996
-88,28,0.46559999999999996
-88,29,0.4608
-88,30,0.45599999999999996
-88,31,0.45599999999999996
-88,32,0.45119999999999993
-88,33,0.45119999999999993
-88,34,0.4464
-88,35,0.4416
-88,36,0.4416
-88,37,0.4368
-88,38,0.432
-88,39,0.432
-88,40,0.42719999999999997
-88,41,0.4224
-88,42,0.41759999999999997
-88,43,0.41759999999999997
-88,44,0.4128
-88,45,0.408
-88,46,0.40319999999999995
-88,47,0.3984
-88,48,0.39359999999999995
-88,49,0.39359999999999995
-88,50,0.38880000000000003
-88,51,0.384
-88,52,0.3792
-88,53,0.3744
-88,54,0.3696
-88,55,0.3648
-88,56,0.36
-88,57,0.35519999999999996
-88,58,0.3504
-88,59,0.34559999999999996
-88,60,0.3408
-88,61,0.33599999999999997
-88,62,0.33119999999999994
-88,63,0.3264
-88,64,0.3216
