Roll,Pitch,Area
-90,-90,11.3736
-90,-89,11.146799999999999
-90,-88,10.92
-90,-87,10.7016
-90,-86,10.4832
-90,-85,10.256400000000001
-90,-84,10.0464
-90,-83,9.828
-90,-82,9.617999999999999
-90,-81,9.408
-90,-80,9.197999999999999
-90,-79,8.9964
-90,-78,8.7948
-90,-77,8.5932
-90,-76,8.4
-90,-75,8.1984
-90,-74,8.013599999999999
-90,-73,7.8204
-90,-72,7.6272
-90,-71,7.442399999999999
-90,-70,7.2576
-90,-69,7.0812
-90,-68,6.904800000000001
-90,-67,6.7284
-90,-66,6.552
-90,-65,6.3755999999999995
-90,-64,6.207599999999999
-90,-63,6.0396
-90,-62,5.88
-90,-61,5.7204
-90,-60,5.5524000000000004
-90,-59,5.401199999999999
-90,-58,5.2416
-90,-57,5.0904
-90,-56,4.9392
-90,-55,4.788
-90,-54,4.6452
-90,-53,4.5024
-90,-52,4.3596
-90,-51,4.2252
-90,-50,4.0824
-90,-49,3.9564
-90,-48,3.8219999999999996
-90,-47,3.6875999999999998
-90,-46,3.5616
-90,-45,3.4355999999999995
-90,-44,3.318
-90,-43,3.2004
-90,-42,3.0827999999999998
-90,-41,2.9652
-90,-40,2.8476
-90,-39,2.7383999999999995
-90,-38,2.6292
-90,-37,2.5283999999999995
-90,-36,2.4276
-90,-35,2.3183999999999996
-90,-34,2.226
-90,-33,2.1252
-90,-32,2.0328
-90,-31,1.9404
-90,-30,1.848
-90,-29,1.764
-90,-28,1.68
-90,-27,1.5959999999999999
-90,-26,1.5204
-90,-25,1.4364
-90,-24,1.3691999999999998
-90,-23,1.2936
-90,-22,1.218
-90,-21,1.1508
-90,-20,1.0836
-90,-19,1.0248
-90,-18,0.9659999999999999
-90,-17,0.9072
-90,-16,0.8483999999999999
-90,-15,0.7896
-90,-14,0.7392
-90,-13,0.6888
-90,-12,0.6468
-90,-11,0.6048
-90,-10,0.5544
-90,-9,0.5207999999999999
-90,-8,0.47879999999999995
-90,-7,0.4452
-90,-6,0.41159999999999997
-90,-5,0.378
-90,-4,0.35279999999999995
-90,-3,0.3276
-90,-2,0.3024
-90,-1,0.2856
-90,0,0.26039999999999996
-90,1,0.252
-90,2,0.23520000000000002
-90,3,0.2184
-90,4,0.21
-90,5,0.20159999999999997
-90,6,0.20159999999999997
-90,7,0.20159999999999997
-90,8,0.20159999999999997
-90,9,0.20159999999999997
-90,10,0.20159999999999997
-90,11,0.21
-90,12,0.2184
-90,13,0.23520000000000002
-90,14,0.252
-90,15,0.26039999999999996
-90,16,0.2856
-90,17,0.3024
-90,18,0.3276
-90,19,0.35279999999999995
-90,20,0.378
-90,21,0.41159999999999997
-90,22,0.4452
-90,23,0.47879999999999995
-90,24,0.5207999999999999
-90,25,0.5544
-90,26,0.6048
-90,27,0.6468
-90,28,0.6888
-90,29,0.7392
-90,30,0.7896
-90,31,0.8483999999999999
-90,32,0.9072
-90,33,0.9659999999999999
-90,34,1.0248
-90,35,1.0836
-90,36,1.1508
-90,37,1.218
-90,38,1.2936
-90,39,1.3691999999999998
-90,40,1.4364
-90,41,1.5204
-90,42,1.5959999999999999
-90,43,1.68
-90,44,1.764
-90,45,1.848
-90,46,1.9404
-90,47,2.0328
-90,48,2.1252
-90,49,2.226
-90,50,2.3183999999999996
-90,51,2.4276
-90,52,2.5283999999999995
-90,53,2.6292
-90,54,2.7383999999999995
-90,55,2.8476
-90,56,2.9652
-90,57,3.0827999999999998
-90,58,3.2004
-90,59,3.318
-90,60,3.4355999999999995
-90,61,3.5616
-90,62,3.6875999999999998
-90,63,3.8219999999999996
-90,64,3.9564
-90,65,4.0824
-90,66,4.2252
-90,67,4.3596
-90,68,4.5024
-90,69,4.6452
-90,70,4.788
-90,71,4.9392
-90,72,5.0904
-90,73,5.2416
-90,74,5.401199999999999
-90,75,5.5524000000000004
-90,76,5.7204
-90,77,5.88
-90,78,6.0396
-90,79,6.207599999999999
-90,80,6.3755999999999995
-90,81,6.552
-90,82,6.7284
-90,83,6.904800000000001
-90,84,7.0812
-90,85,7.2576
-90,86,7.442399999999999
-90,87,7.6272
-90,88,7.8204
-90,89,8.013599999999999
-90,90,8.1984
-89,-90,11.508999999999999
-89,-89,11.279499999999999
-89,-88,11.049999999999999
-89,-87,10.829
-89,-86,10.608
-89,-85,10.3785
-89,-84,10.166
-89,-83,9.944999999999999
-89,-82,9.7325
-89,-81,9.52
-89,-80,9.3075
-89,-79,9.1035
-89,-78,8.8995
-89,-77,8.695500000000001
-89,-76,8.5
-89,-75,8.296
-89,-74,8.108999999999998
-89,-73,7.9135
-89,-72,7.718
-89,-71,7.531
-89,-70,7.344
-89,-69,7.1655
-89,-68,6.987
-89,-67,6.8084999999999996
-89,-66,6.63
-89,-65,6.451499999999999
-89,-64,6.281499999999999
-89,-63,6.1115
-89,-62,5.95
-89,-61,5.788499999999999
-89,-60,5.6185
-89,-59,5.4655
-89,-58,5.304
-89,-57,5.151
-89,-56,4.998
-89,-55,4.845
-89,-54,4.7005
-89,-53,4.556
-89,-52,4.4115
-89,-51,4.2755
-89,-50,4.131
-89,-49,4.0035
-89,-48,3.8674999999999997
-89,-47,3.7314999999999996
-89,-46,3.604
-89,-45,3.4764999999999997
-89,-44,3.3575
-89,-43,3.2385
-89,-42,3.1195
-89,-41,3.0004999999999997
-89,-40,2.8815
-89,-39,2.771
-89,-38,2.6605
-89,-37,2.5584999999999996
-89,-36,2.4565
-89,-35,2.3459999999999996
-89,-34,2.2525
-89,-33,2.1504999999999996
-89,-32,2.057
-89,-31,1.9635
-89,-30,1.87
-89,-29,1.785
-89,-28,1.7
-89,-27,1.615
-89,-26,1.5385
-89,-25,1.4535
-89,-24,1.3855
-89,-23,1.309
-89,-22,1.2325
-89,-21,1.1645
-89,-20,1.0965
-89,-19,1.037
-89,-18,0.9774999999999999
-89,-17,0.918
-89,-16,0.8584999999999999
-89,-15,0.7989999999999999
-89,-14,0.748
-89,-13,0.697
-89,-12,0.6545
-89,-11,0.612
-89,-10,0.561
-89,-9,0.527
-89,-8,0.48449999999999993
-89,-7,0.4505
-89,-6,0.4165
-89,-5,0.3825
-89,-4,0.357
-89,-3,0.3315
-89,-2,0.306
-89,-1,0.28900000000000003
-89,0,0.2635
-89,1,0.255
-89,2,0.23800000000000002
-89,3,0.221
-89,4,0.2125
-89,5,0.204
-89,6,0.204
-89,7,0.204
-89,8,0.204
-89,9,0.204
-89,10,0.204
-89,11,0.2125
-89,12,0.221
-89,13,0.23800000000000002
-89,14,0.255
-89,15,0.2635
-89,16,0.28900000000000003
-89,17,0.306
-89,18,0.3315
-89,19,0.357
-89,20,0.3825
-89,21,0.4165
-89,22,0.4505
-89,23,0.48449999999999993
-89,24,0.527
-89,25,0.561
-89,26,0.612
-89,27,0.6545
-89,28,0.697
-89,29,0.748
-89,30,0.7989999999999999
-89,31,0.8584999999999999
-89,32,0.918
