Z,Roll,Pitch,Area
40,-40,0,0.7585562266321542
45,-40,0,0.7112453264308312
50,-40,0,0.6597641645096347
-55,-35,0,0.862381363244176
-50,-35,0,0.8941616335921772
-45,-35,0,0.9217716422203048
-40,-35,0,0.9452113891285591
-35,-35,0,0.9644808743169399
-30,-35,0,0.9797238999137188
-25,-35,0,0.9906528616623526
-20,-35,0,0.997411561691113
-15,-35,0,1.0
-10,-35,0,1.0
-5,-35,0,0.9988425925925926
0,-35,0,0.9888599537037037
5,-35,0,0.9746817129629629
10,-35,0,0.9563078703703703
15,-35,0,0.9338831018518519
20,-35,0,0.9071180555555556
25,-35,0,0.8761574074074074
30,-35,0,0.8411458333333334
35,-35,0,0.8017939814814815
40,-35,0,0.7582465277777778
45,-35,0,0.7106481481481481
50,-35,0,0.6587094907407407
55,-35,0,0.6027199074074074
-60,-30,0,0.8260995370370371
-55,-30,0,0.8621238425925926
-50,-30,0,0.8940972222222222
-45,-30,0,0.9217303240740741
-40,-30,0,0.9453125
-35,-30,0,0.9646990740740741
-30,-30,0,0.9797453703703703
-25,-30,0,0.9907407407407407
-20,-30,0,0.9975405092592593
-15,-30,0,1.0
-10,-30,0,1.0
-5,-30,0,1.0
0,-30,0,0.9903762029746281
5,-30,0,0.9759405074365705
10,-30,0,0.9574219889180519
15,-30,0,0.9346748323126276
20,-30,0,0.9076990376202975
25,-30,0,0.8764946048410616
30,-30,0,0.8409157188684748
35,-30,0,0.8012540099154273
40,-30,0,0.7573636628754739
45,-30,0,0.7092446777486148
50,-30,0,0.6568970545348498
55,-30,0,0.6003207932341791
60,-30,0,0.5395158938466025
-65,-25,0,0.7846310877806941
-60,-25,0,0.8251676873724118
-55,-25,0,0.8614756488772237
-50,-25,0,0.8935549722951298
-45,-25,0,0.9215514727325751
-40,-25,0,0.9451735199766695
-35,-25,0,0.9645669291338582
-30,-25,0,0.9797317002041411
-25,-25,0,0.9906678331875183
-20,-25,0,0.9973753280839895
-15,-25,0,1.0
-10,-25,0,1.0
-5,-25,0,1.0
0,-25,0,0.991899852724595
5,-25,0,0.9774668630338733
10,-25,0,0.9586156111929308
15,-25,0,0.9354933726067747
20,-25,0,0.908100147275405
25,-25,0,0.8765832106038292
30,-25,0,0.8406480117820324
35,-25,0,0.8004418262150221
40,-25,0,0.7561119293078056
45,-25,0,0.7073637702503682
50,-25,0,0.6544918998527246
55,-25,0,0.5972017673048601
60,-25,0,0.535640648011782
65,-25,0,0.4699558173784978
-70,-20,0,0.7381443298969073
-65,-20,0,0.7832106038291605
-60,-20,0,0.8241531664212076
-55,-20,0,0.8606774668630339
-50,-20,0,0.893078055964654
-45,-20,0,0.9212076583210603
-40,-20,0,0.9449189985272459
-35,-20,0,0.9645066273932253
-30,-20,0,0.9796759941089838
-25,-20,0,0.9907216494845361
-20,-20,0,0.9974963181148748
-15,-20,0,1.0
-10,-20,0,1.0
-5,-20,0,1.0
0,-20,0,0.9937388193202147
5,-20,0,0.9789803220035778
10,-20,0,0.9597495527728086
15,-20,0,0.9363446630888491
20,-20,0,0.9086165772212283
25,-20,0,0.8765652951699463
30,-20,0,0.840190816935003
35,-20,0,0.7994931425163984
40,-20,0,0.7543231961836613
45,-20,0,0.704979129397734
50,-20,0,0.6513118664281455
55,-20,0,0.5933214072748957
60,-20,0,0.5310077519379846
65,-20,0,0.464370900417412
70,-20,0,0.39341085271317827
-75,-15,0,0.6858974358974359
-70,-15,0,0.7358378056052475
-65,-15,0,0.7814549791293978
-60,-15,0,0.8227489564698867
-55,-15,0,0.8597197376267144
