#x y
0 0
1 30.0
2 51.0
3 65.69999999999999
4 75.98999999999998
5 83.19299999999998
6 88.23509999999999
7 91.76456999999999
8 94.235199
9 95.96463929999999
10 97.17524750999999
11 98.022673257
12 98.61587127989999
13 99.03110989592999
14 99.32177692715099
15 99.52524384900569
16 99.66767069430398
17 99.76736948601278
18 99.83715864020894
19 99.88601104814626
20 99.92020773370237
21 99.94414541359166
22 99.96090178951415
23 99.97263125265991
24 99.98084187686193
25 99.98658931380335
26 99.99061251966233
27 99.99342876376363
28 99.99540013463454
29 99.99678009424417
30 99.99774606597092
31 99.99842224617963
32 99.99889557232574
33 99.99922690062802
34 99.99945883043961
35 99.99962118130772
36 99.9997348269154
37 99.99981437884078
38 99.99987006518855
39 99.99990904563198
40 99.99993633194238
41 99.99995543235966
42 99.99996880265175
43 99.99997816185622
44 99.99998471329936
45 99.99998929930955
46 99.99999250951667
47 99.99999475666166
48 99.99999632966316
49 99.99999743076421
50 99.99999820153494
51 99.99999874107445
52 99.99999911875211
53 99.99999938312648
54 99.99999956818853
55 99.99999969773197
56 99.99999978841237
57 99.99999985188865
58 99.99999989632205
59 99.99999992742543
60 99.9999999491978
61 99.99999996443846
62 99.99999997510692
63 99.99999998257483
64 99.99999998780238
65 99.99999999146166
66 99.99999999402316
67 99.99999999581621
68 99.99999999707134
69 99.99999999794993
70 99.99999999856495
71 99.99999999899546
72 99.99999999929682
73 99.99999999950776
74 99.99999999965543
75 99.9999999997588
76 99.99999999983116
77 99.99999999988181
78 99.99999999991726
79 99.99999999994208
80 99.99999999995944
81 99.9999999999716
82 99.99999999998012
83 99.99999999998607
84 99.99999999999025
85 99.99999999999316
86 99.99999999999521
87 99.99999999999665
88 99.99999999999764
89 99.99999999999834
90 99.99999999999883
91 99.99999999999918
92 99.99999999999942
93 99.99999999999959
94 99.9999999999997
95 99.99999999999979
96 99.99999999999984
97 99.99999999999989
98 99.99999999999991
99 99.99999999999993
100 99.99999999999994
101 99.99999999999996
102 99.99999999999997
